http://shifawll1.ae/post/2/smogalldomainn/updates.htm,1
http://dtrumpcasino.com/rep/files/index.php,1
http://dtrumpcasino.com/ema/files/index.php,1
http://vflturnen.de,1
http://store.ttzarzar.com/encrypted-CD/,1
http://zenheart.us/common/main/mailtest.php?email=abuse@yourdomain.co.za,1
http://evkapen.com/zk/,1
http://evkapen.com/zk,1
http://ventofootwear.com/login.php?cmd=login_submit&amp;id=854617c0eaba5161956e625e02aa2137854617c0eaba5161956e625e02aa2137&amp;session=854617c0eaba5161956e625e02aa2137854617c0eaba5161956e625e02aa2137,1
http://www.bibwebshop.com/RES1011/m1cros0fts/indexa.php?P=_93894574342hdfjsixaoweue5_j1489738549283781331983743fncn_Product-UserID,1
http://bibwebshop.com/RES1011/m1cros0fts/indexa.php?P=_93894574342hdfjsixaoweue5_j1489738549283781331983743fncn_Product-UserID,1
http://www.bibwebshop.com/RES1011/m1cros0fts/indexa.php?P=_93894574342hdfjsixaoweue5_j1489738549283781331983743fncn_Product-UserID&amp;userid=,1
http://amhfortrade.com/install.php,1
http://qponn.net/wp-content/bookmark/0c86f3af411145fa86886ad15b98e7b2/,1
http://spectr-med.spb.ru/house/index.php,1
http://evelynmoh.com/cgi-biin/wellsfargo/wellsfargo/login.php?cmd=login_submit,1
http://evelynmoh.com/cgi-biin/wellsfargo/wellsfargo/login.php?cmd=login_submit&id=c5b49d85fe0b90cff0721b10d5f1b7fac5b49d85fe0b90cff0721b10d5f1b7fa&session=c5b49d85fe0b90cff0721b10d5f1b7fac5b49d85fe0b90cff0721b10d5f1b7fa,1
http://evelynmoh.com/cgi-biin/wellsfargo/wellsfargo/login.php?cmd=login_submit&id=af48430211b53130268daff6f5ed4d05af48430211b53130268daff6f5ed4d05&session=af48430211b53130268daff6f5ed4d05af48430211b53130268daff6f5ed4d05,1
http://evelynmoh.com/cgi-biin/wellsfargo/wellsfargo/index.php,1
http://evelynmoh.com/cgi-biin/wellsfargo/wellsfargo/login.php?cmd=login_submit&amp;id=9a8a8ce75f404f686568e10c79f384fc9a8a8ce75f404f686568e10c79f384fc&amp;session=9a8a8ce75f404f686568e10c79f384fc9a8a8ce75f404f686568e10c79f384fc,1
http://evelynmoh.com/cgi-biin/wellsfargo/wellsfargo/login.php?cmd=login_submit&amp;id=593af8d90734cb264454eb81a7a5bb16593af8d90734cb264454eb81a7a5bb16&amp;session=593af8d90734cb264454eb81a7a5bb16593af8d90734cb264454eb81a7a5bb16,1
http://www.jai-alive.com/wp-includes/images/smilies/secured/step2.php,1
https://green-frontiers.net/docusign/madeinchina,1
http://aredicationmoka.net/FRTERDZFYUSIZ/HGS2HG2G2GZY2/VGTSUJGJGS2I/163e0b4667c979007cdf88c3b48e1162/cas.php?clicid=13698&amp;default=be5ea8896a4fcd015b6ae734b4dadba6,1
http://aredicationmoka.net/FRTERDZFYUSIZ/HGS2HG2G2GZY2/VGTSUJGJGS2I/163e0b4667c979007cdf88c3b48e1162/cas.php?clicid=13698,1
http://amadolondon.co.uk/OG/mail.163.com/,1
http://amadolondon.co.uk/OG/mail.163.com,1
https://storage.googleapis.com/losophy/a367bb1e91008828e39d577f8adbfddccbf86e224da06c37f25629fbe40ae589a367bb1e91008828e77f8adbfddccbf86e224da06c37f25629fbe40ae589a367bb1ea367bb1e91008828e39d577f8adbfddccbf86e224da06c37f25629fbe40ae589a367bb1e91008828e77f8adbfddccbf86e224da06c37f25629fbe40ae589a367bb1ea367bb1e91008828e39d577f8adbfddccbf86e224da06c37f25629fbe40ae589a367bb1e91008828e77f8adbfddccbf86e224da06c37f25629fbe40ae589a367bb1e/lndex.html,1
http://studentaffairsfit.com/directory/frontdesk/ds/DHLa,1
